date,closing,type
1981-09-01,470.0,Actual
1981-09-02,470.0,Actual
1981-09-03,470.0,Actual
1981-09-04,470.0,Actual
1981-09-08,470.0,Actual
1981-09-09,480.0,Actual
1981-09-10,480.0,Actual
1981-09-11,485.0,Actual
1981-09-14,485.0,Actual
1981-09-15,485.0,Actual
1981-09-16,485.0,Actual
1981-09-17,485.0,Actual
1981-09-18,505.0,Actual
1981-09-21,505.0,Actual
1981-09-22,520.0,Actual
1981-09-23,520.0,Actual
1981-09-24,520.0,Actual
1981-09-25,515.0,Actual
1981-09-28,515.0,Actual
1981-09-29,515.0,Actual
1981-09-30,515.0,Actual
1981-10-01,515.0,Actual
1981-10-02,515.0,Actual
1981-10-05,515.0,Actual
1981-10-06,515.0,Actual
1981-10-07,515.0,Actual
1981-10-08,530.0,Actual
1981-10-09,540.0,Actual
1981-10-12,560.0,Actual
1981-10-13,560.0,Actual
1981-10-14,560.0,Actual
1981-10-15,575.0,Actual
1981-10-16,575.0,Actual
1981-10-19,575.0,Actual
1981-10-20,575.0,Actual
1981-10-21,575.0,Actual
1981-10-22,590.0,Actual
1981-10-23,585.0,Actual
1981-10-26,585.0,Actual
1981-10-27,555.0,Actual
1981-10-28,555.0,Actual
1981-10-29,555.0,Actual
1981-10-30,555.0,Actual
1981-11-02,555.0,Actual
1981-11-03,555.0,Actual
1981-11-04,555.0,Actual
1981-11-05,560.0,Actual
1981-11-06,560.0,Actual
1981-11-09,560.0,Actual
1981-11-10,560.0,Actual
1981-11-11,560.0,Actual
1981-11-12,560.0,Actual
1981-11-13,560.0,Actual
1981-11-16,560.0,Actual
1981-11-17,560.0,Actual
1981-11-18,560.0,Actual
1981-11-19,560.0,Actual
1981-11-20,560.0,Actual
1981-11-23,560.0,Actual
1981-11-24,560.0,Actual
1981-11-25,560.0,Actual
1981-11-27,540.0,Actual
1981-11-30,540.0,Actual
1981-12-01,540.0,Actual
1981-12-02,540.0,Actual
1981-12-03,540.0,Actual
1981-12-04,535.0,Actual
1981-12-07,535.0,Actual
1981-12-08,505.0,Actual
1981-12-09,505.0,Actual
1981-12-10,505.0,Actual
1981-12-11,505.0,Actual
1981-12-14,505.0,Actual
1981-12-15,505.0,Actual
1981-12-16,510.0,Actual
1981-12-17,510.0,Actual
1981-12-18,510.0,Actual
1981-12-21,510.0,Actual
1981-12-22,510.0,Actual
1981-12-23,515.0,Actual
1981-12-24,520.0,Actual
1981-12-28,510.0,Actual
1981-12-29,510.0,Actual
1981-12-30,510.0,Actual
1981-12-31,510.0,Actual
1982-01-04,510.0,Actual
1982-01-05,510.0,Actual
1982-01-06,510.0,Actual
1982-01-07,510.0,Actual
1982-01-08,515.0,Actual
1982-01-11,515.0,Actual
1982-01-12,515.0,Actual
1982-01-13,515.0,Actual
1982-01-14,515.0,Actual
1982-01-15,515.0,Actual
1982-01-18,515.0,Actual
1982-01-19,515.0,Actual
1982-01-20,505.0,Actual
1982-01-21,505.0,Actual
1982-01-22,495.0,Actual
1982-01-25,475.0,Actual
1982-01-26,465.0,Actual
1982-01-27,475.0,Actual
1982-01-28,475.0,Actual
1982-01-29,465.0,Actual
1982-02-01,465.0,Actual
1982-02-02,465.0,Actual
1982-02-03,465.0,Actual
1982-02-04,465.0,Actual
1982-02-05,465.0,Actual
1982-02-08,470.0,Actual
1982-02-09,470.0,Actual
1982-02-10,470.0,Actual
1982-02-11,480.0,Actual
1982-02-12,480.0,Actual
1982-02-16,480.0,Actual
1982-02-17,480.0,Actual
1982-02-18,480.0,Actual
1982-02-19,480.0,Actual
1982-02-22,485.0,Actual
1982-02-23,490.0,Actual
1982-02-24,490.0,Actual
1982-02-25,505.0,Actual
1982-02-26,505.0,Actual
1982-03-01,510.0,Actual
1982-03-02,510.0,Actual
1982-03-03,510.0,Actual
1982-03-04,505.0,Actual
1982-03-05,500.0,Actual
1982-03-08,500.0,Actual
1982-03-09,500.0,Actual
1982-03-10,500.0,Actual
1982-03-11,510.0,Actual
1982-03-12,510.0,Actual
1982-03-15,510.0,Actual
1982-03-16,510.0,Actual
1982-03-17,510.0,Actual
1982-03-18,510.0,Actual
1982-03-19,510.0,Actual
1982-03-22,505.0,Actual
1982-03-23,505.0,Actual
1982-03-24,505.0,Actual
1982-03-25,505.0,Actual
1982-03-26,510.0,Actual
1982-03-29,510.0,Actual
1982-03-30,515.0,Actual
1982-03-31,520.0,Actual
1982-04-01,520.0,Actual
1982-04-02,520.0,Actual
1982-04-05,520.0,Actual
1982-04-06,520.0,Actual
1982-04-07,520.0,Actual
1982-04-08,510.0,Actual
1982-04-12,510.0,Actual
1982-04-13,510.0,Actual
1982-04-14,510.0,Actual
1982-04-15,510.0,Actual
1982-04-16,505.0,Actual
1982-04-19,505.0,Actual
1982-04-20,505.0,Actual
1982-04-21,505.0,Actual
1982-04-22,500.0,Actual
1982-04-23,500.0,Actual
1982-04-26,495.0,Actual
1982-04-27,480.0,Actual
1982-04-28,485.0,Actual
1982-04-29,490.0,Actual
1982-04-30,485.0,Actual
1982-05-03,480.0,Actual
1982-05-04,480.0,Actual
1982-05-05,480.0,Actual
1982-05-06,470.0,Actual
1982-05-07,470.0,Actual
1982-05-10,475.0,Actual
1982-05-11,475.0,Actual
1982-05-12,475.0,Actual
1982-05-13,475.0,Actual
1982-05-14,490.0,Actual
1982-05-17,490.0,Actual
1982-05-18,495.0,Actual
1982-05-19,495.0,Actual
1982-05-20,495.0,Actual
1982-05-21,495.0,Actual
1982-05-24,495.0,Actual
1982-05-25,495.0,Actual
1982-05-26,480.0,Actual
1982-05-27,480.0,Actual
1982-05-28,475.0,Actual
1982-06-01,475.0,Actual
1982-06-02,475.0,Actual
1982-06-03,475.0,Actual
1982-06-04,480.0,Actual
1982-06-07,480.0,Actual
1982-06-08,480.0,Actual
1982-06-09,480.0,Actual
1982-06-10,480.0,Actual
1982-06-11,480.0,Actual
1982-06-14,480.0,Actual
1982-06-15,475.0,Actual
1982-06-16,475.0,Actual
1982-06-17,475.0,Actual
1982-06-18,475.0,Actual
1982-06-21,475.0,Actual
1982-06-22,475.0,Actual
1982-06-23,475.0,Actual
1982-06-24,475.0,Actual
1982-06-25,475.0,Actual
1982-06-28,465.0,Actual
1982-06-29,450.0,Actual
1982-06-30,450.0,Actual
1982-07-01,430.0,Actual
1982-07-02,430.0,Actual
1982-07-06,445.0,Actual
1982-07-07,450.0,Actual
1982-07-08,450.0,Actual
1982-07-09,455.0,Actual
1982-07-12,460.0,Actual
1982-07-13,465.0,Actual
1982-07-14,480.0,Actual
1982-07-15,485.0,Actual
1982-07-16,490.0,Actual
1982-07-19,485.0,Actual
1982-07-20,485.0,Actual
1982-07-21,485.0,Actual
1982-07-22,485.0,Actual
1982-07-23,495.0,Actual
1982-07-26,500.0,Actual
1982-07-27,515.0,Actual
1982-07-28,520.0,Actual
1982-07-29,520.0,Actual
1982-07-30,520.0,Actual
1982-08-02,520.0,Actual
1982-08-03,525.0,Actual
1982-08-04,530.0,Actual
1982-08-05,530.0,Actual
1982-08-06,535.0,Actual
1982-08-09,540.0,Actual
1982-08-10,540.0,Actual
1982-08-11,550.0,Actual
1982-08-12,550.0,Actual
1982-08-13,550.0,Actual
1982-08-16,550.0,Actual
1982-08-17,550.0,Actual
1982-08-18,550.0,Actual
1982-08-19,540.0,Actual
1982-08-20,545.0,Actual
1982-08-23,545.0,Actual
1982-08-24,550.0,Actual
1982-08-25,565.0,Actual
1982-08-26,590.0,Actual
1982-08-27,600.0,Actual
1982-08-30,595.0,Actual
1982-08-31,605.0,Actual
1982-09-01,600.0,Actual
1982-09-02,600.0,Actual
1982-09-03,600.0,Actual
1982-09-07,600.0,Actual
1982-09-08,600.0,Actual
1982-09-09,615.0,Actual
1982-09-10,620.0,Actual
1982-09-13,615.0,Actual
1982-09-14,610.0,Actual
1982-09-15,610.0,Actual
1982-09-16,610.0,Actual
1982-09-17,610.0,Actual
1982-09-20,610.0,Actual
1982-09-21,625.0,Actual
1982-09-22,640.0,Actual
1982-09-23,660.0,Actual
1982-09-24,665.0,Actual
1982-09-27,665.0,Actual
1982-09-28,680.0,Actual
1982-09-29,685.0,Actual
1982-09-30,675.0,Actual
1982-10-01,690.0,Actual
1982-10-04,685.0,Actual
1982-10-05,690.0,Actual
1982-10-06,690.0,Actual
1982-10-07,690.0,Actual
1982-10-08,690.0,Actual
1982-10-11,690.0,Actual
1982-10-12,690.0,Actual
1982-10-13,690.0,Actual
1982-10-14,690.0,Actual
1982-10-15,690.0,Actual
1982-10-18,690.0,Actual
1982-10-19,690.0,Actual
1982-10-20,690.0,Actual
1982-10-21,690.0,Actual
1982-10-22,695.0,Actual
1982-10-25,700.0,Actual
1982-10-26,700.0,Actual
1982-10-27,700.0,Actual
1982-10-28,705.0,Actual
1982-10-29,710.0,Actual
1982-11-01,710.0,Actual
1982-11-02,710.0,Actual
1982-11-03,720.0,Actual
1982-11-04,730.0,Actual
1982-11-05,730.0,Actual
1982-11-08,735.0,Actual
1982-11-09,755.0,Actual
1982-11-10,770.0,Actual
1982-11-11,770.0,Actual
1982-11-12,770.0,Actual
1982-11-15,770.0,Actual
1982-11-16,775.0,Actual
1982-11-17,775.0,Actual
1982-11-18,775.0,Actual
1982-11-19,775.0,Actual
1982-11-22,775.0,Actual
1982-11-23,775.0,Actual
1982-11-24,780.0,Actual
1982-11-26,790.0,Actual
1982-11-29,785.0,Actual
1982-11-30,785.0,Actual
1982-12-01,785.0,Actual
1982-12-02,785.0,Actual
1982-12-03,775.0,Actual
1982-12-06,775.0,Actual
1982-12-07,770.0,Actual
1982-12-08,770.0,Actual
1982-12-09,770.0,Actual
1982-12-10,760.0,Actual
1982-12-13,760.0,Actual
1982-12-14,755.0,Actual
1982-12-15,755.0,Actual
1982-12-16,755.0,Actual
1982-12-17,765.0,Actual
1982-12-20,770.0,Actual
1982-12-21,765.0,Actual
1982-12-22,765.0,Actual
1982-12-23,765.0,Actual
1982-12-27,765.0,Actual
1982-12-28,765.0,Actual
1982-12-29,765.0,Actual
1982-12-30,765.0,Actual
1982-12-31,770.0,Actual
1983-01-03,780.0,Actual
1983-01-04,785.0,Actual
1983-01-05,780.0,Actual
1983-01-06,785.0,Actual
1983-01-07,800.0,Actual
1983-01-10,805.0,Actual
1983-01-11,810.0,Actual
1983-01-12,825.0,Actual
1983-01-13,830.0,Actual
1983-01-14,830.0,Actual
1983-01-17,860.0,Actual
1983-01-18,860.0,Actual
1983-01-19,865.0,Actual
1983-01-20,860.0,Actual
1983-01-21,860.0,Actual
1983-01-24,860.0,Actual
1983-01-25,860.0,Actual
1983-01-26,865.0,Actual
1983-01-27,870.0,Actual
1983-01-28,870.0,Actual
1983-01-31,870.0,Actual
1983-02-01,875.0,Actual
1983-02-02,880.0,Actual
1983-02-03,880.0,Actual
1983-02-04,885.0,Actual
1983-02-07,895.0,Actual
1983-02-08,915.0,Actual
1983-02-09,930.0,Actual
1983-02-10,945.0,Actual
1983-02-11,950.0,Actual
1983-02-14,965.0,Actual
1983-02-15,965.0,Actual
1983-02-16,965.0,Actual
1983-02-17,890.0,Actual
1983-02-18,910.0,Actual
1983-02-22,910.0,Actual
1983-02-23,910.0,Actual
1983-02-24,905.0,Actual
1983-02-25,900.0,Actual
1983-02-28,900.0,Actual
1983-03-01,900.0,Actual
1983-03-02,905.0,Actual
1983-03-03,920.0,Actual
1983-03-04,935.0,Actual
1983-03-07,935.0,Actual
1983-03-08,935.0,Actual
1983-03-09,945.0,Actual
1983-03-10,945.0,Actual
1983-03-11,950.0,Actual
1983-03-14,950.0,Actual
1983-03-15,955.0,Actual
1983-03-16,965.0,Actual
1983-03-17,975.0,Actual
1983-03-18,970.0,Actual
1983-03-21,960.0,Actual
1983-03-22,965.0,Actual
1983-03-23,965.0,Actual
1983-03-24,970.0,Actual
1983-03-25,970.0,Actual
1983-03-28,970.0,Actual
1983-03-29,970.0,Actual
1983-03-30,970.0,Actual
1983-03-31,970.0,Actual
1983-04-04,970.0,Actual
1983-04-05,975.0,Actual
1983-04-06,975.0,Actual
1983-04-07,980.0,Actual
1983-04-08,980.0,Actual
1983-04-11,980.0,Actual
1983-04-12,985.0,Actual
1983-04-13,985.0,Actual
1983-04-14,985.0,Actual
1983-04-15,985.0,Actual
1983-04-18,985.0,Actual
1983-04-19,985.0,Actual
1983-04-20,985.0,Actual
1983-04-21,985.0,Actual
1983-04-22,985.0,Actual
1983-04-25,985.0,Actual
1983-04-26,985.0,Actual
1983-04-27,985.0,Actual
1983-04-28,975.0,Actual
1983-04-29,970.0,Actual
1983-05-02,970.0,Actual
1983-05-03,965.0,Actual
1983-05-04,965.0,Actual
1983-05-05,960.0,Actual
1983-05-06,960.0,Actual
1983-05-09,960.0,Actual
1983-05-10,960.0,Actual
1983-05-11,960.0,Actual
1983-05-12,960.0,Actual
1983-05-13,960.0,Actual
1983-05-16,950.0,Actual
1983-05-17,915.0,Actual
1983-05-18,910.0,Actual
1983-05-19,910.0,Actual
1983-05-20,910.0,Actual
1983-05-23,910.0,Actual
1983-05-24,905.0,Actual
1983-05-25,905.0,Actual
1983-05-26,910.0,Actual
1983-05-27,910.0,Actual
1983-05-31,910.0,Actual
1983-06-01,910.0,Actual
1983-06-02,910.0,Actual
1983-06-03,915.0,Actual
1983-06-06,920.0,Actual
1983-06-07,940.0,Actual
1983-06-08,955.0,Actual
1983-06-09,955.0,Actual
1983-06-10,955.0,Actual
1983-06-13,955.0,Actual
1983-06-14,955.0,Actual
1983-06-15,955.0,Actual
1983-06-16,950.0,Actual
1983-06-17,950.0,Actual
1983-06-20,950.0,Actual
1983-06-21,965.0,Actual
1983-06-22,965.0,Actual
1983-06-23,965.0,Actual
1983-06-24,965.0,Actual
1983-06-27,965.0,Actual
1983-06-28,965.0,Actual
1983-06-29,965.0,Actual
1983-06-30,965.0,Actual
1983-07-01,975.0,Actual
1983-07-05,980.0,Actual
1983-07-06,980.0,Actual
1983-07-07,980.0,Actual
1983-07-08,980.0,Actual
1983-07-11,985.0,Actual
1983-07-12,985.0,Actual
1983-07-13,990.0,Actual
1983-07-14,995.0,Actual
1983-07-15,1000.0,Actual
1983-07-18,1015.0,Actual
1983-07-19,1015.0,Actual
1983-07-20,1020.0,Actual
1983-07-21,1035.0,Actual
1983-07-22,1060.0,Actual
1983-07-25,1085.0,Actual
1983-07-26,1125.0,Actual
1983-07-27,1210.0,Actual
1983-07-28,1150.0,Actual
1983-07-29,1155.0,Actual
1983-08-01,1150.0,Actual
1983-08-02,1145.0,Actual
1983-08-03,1155.0,Actual
1983-08-04,1160.0,Actual
1983-08-05,1160.0,Actual
1983-08-08,1160.0,Actual
1983-08-09,1160.0,Actual
1983-08-10,1175.0,Actual
1983-08-11,1185.0,Actual
1983-08-12,1210.0,Actual
1983-08-15,1230.0,Actual
1983-08-16,1240.0,Actual
1983-08-17,1240.0,Actual
1983-08-18,1240.0,Actual
1983-08-19,1245.0,Actual
1983-08-22,1240.0,Actual
1983-08-23,1240.0,Actual
1983-08-24,1240.0,Actual
1983-08-25,1245.0,Actual
1983-08-26,1250.0,Actual
1983-08-29,1310.0,Actual
1983-08-30,1295.0,Actual
1983-08-31,1285.0,Actual
1983-09-01,1285.0,Actual
1983-09-02,1285.0,Actual
1983-09-06,1285.0,Actual
1983-09-07,1270.0,Actual
1983-09-08,1270.0,Actual
1983-09-09,1270.0,Actual
1983-09-12,1270.0,Actual
1983-09-13,1295.0,Actual
1983-09-14,1305.0,Actual
1983-09-15,1310.0,Actual
1983-09-16,1310.0,Actual
1983-09-19,1310.0,Actual
1983-09-20,1320.0,Actual
1983-09-21,1320.0,Actual
1983-09-22,1320.0,Actual
1983-09-23,1320.0,Actual
1983-09-26,1315.0,Actual
1983-09-27,1315.0,Actual
1983-09-28,1310.0,Actual
1983-09-29,1305.0,Actual
1983-09-30,1305.0,Actual
1983-10-03,1310.0,Actual
1983-10-04,1310.0,Actual
1983-10-05,1310.0,Actual
1983-10-06,1310.0,Actual
1983-10-07,1310.0,Actual
1983-10-10,1315.0,Actual
1983-10-11,1325.0,Actual
1983-10-12,1330.0,Actual
1983-10-13,1330.0,Actual
1983-10-14,1340.0,Actual
1983-10-17,1340.0,Actual
1983-10-18,1350.0,Actual
1983-10-19,1350.0,Actual
1983-10-20,1360.0,Actual
1983-10-21,1375.0,Actual
1983-10-24,1375.0,Actual
1983-10-25,1375.0,Actual
1983-10-26,1375.0,Actual
1983-10-27,1380.0,Actual
1983-10-28,1385.0,Actual
1983-10-31,1385.0,Actual
1983-11-01,1370.0,Actual
1983-11-02,1370.0,Actual
1983-11-03,1370.0,Actual
1983-11-04,1370.0,Actual
1983-11-07,1375.0,Actual
1983-11-08,1365.0,Actual
1983-11-09,1360.0,Actual
1983-11-10,1350.0,Actual
