date,closing,type
1988-04-22,3925.0,Actual
1988-04-25,4025.0,Actual
1988-04-26,3950.0,Actual
1988-04-27,4000.0,Actual
1988-04-28,4000.0,Actual
1988-04-29,4000.0,Actual
1988-05-02,3950.0,Actual
1988-05-03,4000.0,Actual
1988-05-04,4000.0,Actual
1988-05-05,3950.0,Actual
1988-05-06,3975.0,Actual
1988-05-09,4000.0,Actual
1988-05-10,4025.0,Actual
1988-05-11,4025.0,Actual
1988-05-12,4000.0,Actual
1988-05-13,4050.0,Actual
1988-05-16,4050.0,Actual
1988-05-17,4050.0,Actual
1988-05-18,4150.0,Actual
1988-05-19,4250.0,Actual
1988-05-20,4250.0,Actual
1988-05-23,4250.0,Actual
1988-05-24,4250.0,Actual
1988-05-25,4250.0,Actual
1988-05-26,4425.0,Actual
1988-05-27,4425.0,Actual
1988-05-31,4425.0,Actual
1988-06-01,4425.0,Actual
1988-06-02,4400.0,Actual
1988-06-03,4400.0,Actual
1988-06-06,4400.0,Actual
1988-06-07,4400.0,Actual
1988-06-08,4400.0,Actual
1988-06-09,4400.0,Actual
1988-06-10,4400.0,Actual
1988-06-13,4400.0,Actual
1988-06-14,4375.0,Actual
1988-06-15,4375.0,Actual
1988-06-16,4375.0,Actual
1988-06-17,4375.0,Actual
1988-06-20,4375.0,Actual
1988-06-21,4375.0,Actual
1988-06-22,4375.0,Actual
1988-06-23,4375.0,Actual
1988-06-24,4375.0,Actual
1988-06-27,4375.0,Actual
1988-06-28,4375.0,Actual
1988-06-29,4375.0,Actual
1988-06-30,4250.0,Actual
1988-07-01,4250.0,Actual
1988-07-05,4250.0,Actual
1988-07-06,4250.0,Actual
1988-07-07,4250.0,Actual
1988-07-08,4250.0,Actual
1988-07-11,4250.0,Actual
1988-07-12,4250.0,Actual
1988-07-13,4400.0,Actual
1988-07-14,4400.0,Actual
1988-07-15,4400.0,Actual
1988-07-18,4400.0,Actual
1988-07-19,4300.0,Actual
1988-07-20,4300.0,Actual
1988-07-21,4300.0,Actual
1988-07-22,4300.0,Actual
1988-07-25,4375.0,Actual
1988-07-26,4375.0,Actual
1988-07-27,4375.0,Actual
1988-07-28,4375.0,Actual
1988-07-29,4500.0,Actual
1988-08-01,4500.0,Actual
1988-08-02,4550.0,Actual
1988-08-03,4550.0,Actual
1988-08-04,4550.0,Actual
1988-08-05,4725.0,Actual
1988-08-08,4725.0,Actual
1988-08-09,4725.0,Actual
1988-08-10,4725.0,Actual
1988-08-11,4725.0,Actual
1988-08-12,4725.0,Actual
1988-08-15,4875.0,Actual
1988-08-16,4875.0,Actual
1988-08-17,4900.0,Actual
1988-08-18,4800.0,Actual
1988-08-19,4900.0,Actual
1988-08-22,4900.0,Actual
1988-08-23,4850.0,Actual
1988-08-24,4825.0,Actual
1988-08-25,4900.0,Actual
1988-08-26,4900.0,Actual
1988-08-29,4850.0,Actual
1988-08-30,4900.0,Actual
1988-08-31,4875.0,Actual
1988-09-01,4850.0,Actual
1988-09-02,4825.0,Actual
1988-09-06,4700.0,Actual
1988-09-07,4700.0,Actual
1988-09-08,4750.0,Actual
1988-09-09,4725.0,Actual
1988-09-12,4715.0,Actual
1988-09-13,4775.0,Actual
1988-09-14,4775.0,Actual
1988-09-15,4775.0,Actual
1988-09-16,4750.0,Actual
1988-09-19,4725.0,Actual
1988-09-20,4775.0,Actual
1988-09-21,4765.0,Actual
1988-09-22,4775.0,Actual
1988-09-23,4750.0,Actual
1988-09-26,4775.0,Actual
1988-09-27,4725.0,Actual
1988-09-28,4775.0,Actual
1988-09-29,4775.0,Actual
1988-09-30,4800.0,Actual
1988-10-03,4700.0,Actual
1988-10-04,4750.0,Actual
1988-10-05,4700.0,Actual
1988-10-06,4700.0,Actual
1988-10-07,4725.0,Actual
1988-10-10,4740.0,Actual
1988-10-11,4750.0,Actual
1988-10-12,4750.0,Actual
1988-10-13,4675.0,Actual
1988-10-14,4675.0,Actual
1988-10-17,4700.0,Actual
1988-10-18,4700.0,Actual
1988-10-19,4750.0,Actual
1988-10-20,4900.0,Actual
1988-10-21,4900.0,Actual
1988-10-24,5000.0,Actual
1988-10-25,5000.0,Actual
1988-10-26,5000.0,Actual
1988-10-27,5000.0,Actual
1988-10-28,4950.0,Actual
1988-10-31,4900.0,Actual
1988-11-01,4900.0,Actual
1988-11-02,4900.0,Actual
1988-11-03,4900.0,Actual
1988-11-04,4850.0,Actual
1988-11-07,4825.0,Actual
1988-11-08,4750.0,Actual
1988-11-09,4700.0,Actual
1988-11-10,4750.0,Actual
1988-11-11,4725.0,Actual
1988-11-14,4750.0,Actual
1988-11-15,4750.0,Actual
1988-11-16,4700.0,Actual
1988-11-17,4650.0,Actual
1988-11-18,4650.0,Actual
1988-11-21,4675.0,Actual
1988-11-22,4750.0,Actual
1988-11-23,4725.0,Actual
1988-11-25,4725.0,Actual
1988-11-28,4725.0,Actual
1988-11-29,4725.0,Actual
1988-11-30,4700.0,Actual
1988-12-01,4775.0,Actual
1988-12-02,4725.0,Actual
1988-12-05,4700.0,Actual
1988-12-06,4675.0,Actual
1988-12-07,4625.0,Actual
1988-12-08,4750.0,Actual
1988-12-09,4775.0,Actual
1988-12-12,4775.0,Actual
1988-12-13,4875.0,Actual
1988-12-14,4925.0,Actual
1988-12-15,4975.0,Actual
1988-12-16,4925.0,Actual
1988-12-19,5025.0,Actual
1988-12-20,5000.0,Actual
1988-12-21,4975.0,Actual
1988-12-22,4975.0,Actual
1988-12-23,4975.0,Actual
1988-12-27,4900.0,Actual
1988-12-28,4950.0,Actual
1988-12-29,4925.0,Actual
1988-12-30,4851.0,Actual
1989-01-03,4825.0,Actual
1989-01-04,4825.0,Actual
1989-01-05,4850.0,Actual
1989-01-06,4875.0,Actual
1989-01-09,4850.0,Actual
1989-01-10,4840.0,Actual
1989-01-11,4825.0,Actual
1989-01-12,4750.0,Actual
1989-01-13,4725.0,Actual
1989-01-16,4725.0,Actual
1989-01-17,4760.0,Actual
1989-01-18,4825.0,Actual
1989-01-19,4800.0,Actual
1989-01-20,4800.0,Actual
1989-01-23,4825.0,Actual
1989-01-24,4825.0,Actual
1989-01-25,4825.0,Actual
1989-01-26,4725.0,Actual
1989-01-27,4735.0,Actual
1989-01-30,4785.0,Actual
1989-01-31,4800.0,Actual
1989-02-01,4975.0,Actual
1989-02-02,4915.0,Actual
1989-02-03,4900.0,Actual
1989-02-06,4925.0,Actual
1989-02-07,4910.0,Actual
1989-02-08,4910.0,Actual
1989-02-09,4950.0,Actual
1989-02-10,4950.0,Actual
1989-02-13,4900.0,Actual
1989-02-14,4920.0,Actual
1989-02-15,4950.0,Actual
1989-02-16,4990.0,Actual
1989-02-17,5000.0,Actual
1989-02-21,5050.0,Actual
1989-02-22,5075.0,Actual
1989-02-23,5200.0,Actual
1989-02-24,5325.0,Actual
1989-02-27,5375.0,Actual
1989-02-28,5525.0,Actual
1989-03-01,5675.0,Actual
1989-03-02,5850.0,Actual
1989-03-03,5875.0,Actual
1989-03-06,5875.0,Actual
1989-03-07,5850.0,Actual
1989-03-08,5900.0,Actual
1989-03-09,5875.0,Actual
1989-03-10,5925.0,Actual
1989-03-13,6000.0,Actual
1989-03-14,6150.0,Actual
1989-03-15,6350.0,Actual
1989-03-16,6275.0,Actual
1989-03-17,6200.0,Actual
1989-03-20,6175.0,Actual
1989-03-21,6100.0,Actual
1989-03-22,5975.0,Actual
1989-03-23,5950.0,Actual
1989-03-27,5875.0,Actual
1989-03-28,5715.0,Actual
1989-03-29,5725.0,Actual
1989-03-30,5800.0,Actual
1989-03-31,5900.0,Actual
1989-04-03,6075.0,Actual
1989-04-04,6300.0,Actual
1989-04-05,6250.0,Actual
1989-04-06,6275.0,Actual
1989-04-07,6250.0,Actual
1989-04-10,6300.0,Actual
1989-04-11,6275.0,Actual
1989-04-12,6275.0,Actual
1989-04-13,6200.0,Actual
1989-04-14,6357.0,Actual
1989-04-17,6325.0,Actual
1989-04-18,6425.0,Actual
1989-04-19,6375.0,Actual
1989-04-20,6475.0,Actual
1989-04-21,6465.0,Actual
1989-04-24,6400.0,Actual
1989-04-25,6500.0,Actual
1989-04-26,6600.0,Actual
1989-04-27,6825.0,Actual
1989-04-28,6990.0,Actual
1989-05-01,6775.0,Actual
1989-05-02,6675.0,Actual
1989-05-03,6610.0,Actual
1989-05-04,6700.0,Actual
1989-05-05,6750.0,Actual
1989-05-08,6775.0,Actual
1989-05-09,6725.0,Actual
1989-05-10,6695.0,Actual
1989-05-11,6875.0,Actual
1989-05-12,6975.0,Actual
1989-05-15,6800.0,Actual
1989-05-16,6800.0,Actual
1989-05-17,6675.0,Actual
1989-05-18,6575.0,Actual
1989-05-19,6725.0,Actual
1989-05-22,6650.0,Actual
1989-05-23,6725.0,Actual
1989-05-24,6850.0,Actual
1989-05-25,6800.0,Actual
1989-05-26,6890.0,Actual
1989-05-30,6860.0,Actual
1989-05-31,6915.0,Actual
1989-06-01,6875.0,Actual
1989-06-02,6900.0,Actual
1989-06-05,6800.0,Actual
1989-06-06,6900.0,Actual
1989-06-07,6925.0,Actual
1989-06-08,6950.0,Actual
1989-06-09,7025.0,Actual
1989-06-12,7125.0,Actual
1989-06-13,7350.0,Actual
1989-06-14,7500.0,Actual
1989-06-15,7425.0,Actual
1989-06-16,7500.0,Actual
1989-06-19,7600.0,Actual
1989-06-20,7700.0,Actual
1989-06-21,7750.0,Actual
1989-06-22,7675.0,Actual
1989-06-23,7650.0,Actual
1989-06-26,7850.0,Actual
1989-06-27,7975.0,Actual
1989-06-28,8100.0,Actual
1989-06-29,8075.0,Actual
1989-06-30,8005.0,Actual
1989-07-03,7825.0,Actual
1989-07-05,8000.0,Actual
1989-07-06,7825.0,Actual
1989-07-07,7750.0,Actual
1989-07-10,7675.0,Actual
1989-07-11,7825.0,Actual
1989-07-12,7925.0,Actual
1989-07-13,8000.0,Actual
1989-07-14,7950.0,Actual
1989-07-17,7925.0,Actual
1989-07-18,7900.0,Actual
1989-07-19,7900.0,Actual
1989-07-20,7975.0,Actual
1989-07-21,7925.0,Actual
1989-07-24,7935.0,Actual
1989-07-25,8050.0,Actual
1989-07-26,8125.0,Actual
1989-07-27,8125.0,Actual
1989-07-28,8300.0,Actual
1989-07-31,8575.0,Actual
1989-08-01,8725.0,Actual
1989-08-02,8625.0,Actual
1989-08-03,8500.0,Actual
1989-08-04,8450.0,Actual
1989-08-07,8600.0,Actual
1989-08-08,8535.0,Actual
1989-08-09,8490.0,Actual
1989-08-10,8400.0,Actual
1989-08-11,8275.0,Actual
1989-08-14,8475.0,Actual
1989-08-15,8600.0,Actual
1989-08-16,8675.0,Actual
1989-08-17,8625.0,Actual
1989-08-18,8690.0,Actual
1989-08-21,8675.0,Actual
1989-08-22,8725.0,Actual
1989-08-23,8725.0,Actual
1989-08-24,8810.0,Actual
1989-08-25,8825.0,Actual
1989-08-28,8875.0,Actual
1989-08-29,8725.0,Actual
1989-08-30,8700.0,Actual
1989-08-31,8300.0,Actual
1989-09-01,8200.0,Actual
1989-09-05,8175.0,Actual
1989-09-06,8175.0,Actual
1989-09-07,8550.0,Actual
1989-09-08,8425.0,Actual
1989-09-11,8405.0,Actual
1989-09-12,8300.0,Actual
1989-09-13,8300.0,Actual
1989-09-14,8275.0,Actual
1989-09-15,8100.0,Actual
1989-09-18,8210.0,Actual
1989-09-19,8510.0,Actual
1989-09-20,8475.0,Actual
1989-09-21,8410.0,Actual
1989-09-22,8350.0,Actual
1989-09-25,8225.0,Actual
1989-09-26,8175.0,Actual
1989-09-27,8175.0,Actual
1989-09-28,8200.0,Actual
1989-09-29,8250.0,Actual
1989-10-02,8350.0,Actual
1989-10-03,8305.0,Actual
1989-10-04,8305.0,Actual
1989-10-05,8250.0,Actual
1989-10-06,8325.0,Actual
1989-10-09,8300.0,Actual
1989-10-10,8250.0,Actual
1989-10-11,8300.0,Actual
1989-10-12,8325.0,Actual
1989-10-13,8300.0,Actual
1989-10-16,8275.0,Actual
1989-10-17,8250.0,Actual
1989-10-18,8250.0,Actual
1989-10-19,8325.0,Actual
1989-10-20,8325.0,Actual
1989-10-23,8400.0,Actual
1989-10-24,8375.0,Actual
1989-10-25,8375.0,Actual
1989-10-26,8375.0,Actual
1989-10-27,8300.0,Actual
1989-10-30,8300.0,Actual
1989-10-31,8400.0,Actual
1989-11-01,8475.0,Actual
1989-11-02,8625.0,Actual
1989-11-03,8675.0,Actual
1989-11-06,8650.0,Actual
1989-11-07,8505.0,Actual
1989-11-08,8505.0,Actual
1989-11-09,8480.0,Actual
1989-11-10,8460.0,Actual
1989-11-13,8455.0,Actual
1989-11-14,8550.0,Actual
1989-11-15,8675.0,Actual
1989-11-16,8625.0,Actual
1989-11-17,8625.0,Actual
1989-11-20,8675.0,Actual
1989-11-21,8625.0,Actual
1989-11-22,8625.0,Actual
1989-11-24,8555.0,Actual
1989-11-27,8375.0,Actual
1989-11-28,8375.0,Actual
1989-11-29,8200.0,Actual
1989-11-30,8000.0,Actual
1989-12-01,8150.0,Actual
1989-12-04,8200.0,Actual
1989-12-05,8125.0,Actual
1989-12-06,8175.0,Actual
1989-12-07,7925.0,Actual
1989-12-08,7975.0,Actual
1989-12-11,7900.0,Actual
1989-12-12,7825.0,Actual
1989-12-13,7450.0,Actual
1989-12-14,7280.0,Actual
1989-12-15,7250.0,Actual
1989-12-18,7455.0,Actual
1989-12-19,7575.0,Actual
1989-12-20,7650.0,Actual
1989-12-21,7525.0,Actual
1989-12-22,7525.0,Actual
1989-12-26,7825.0,Actual
1989-12-27,7830.0,Actual
1989-12-28,7950.0,Actual
1989-12-29,7220.0,Actual
1990-01-02,7400.0,Actual
1990-01-03,7425.0,Actual
1990-01-04,7520.0,Actual
1990-01-05,7575.0,Actual
1990-01-08,7325.0,Actual
1990-01-09,7350.0,Actual
1990-01-10,7325.0,Actual
1990-01-11,7125.0,Actual
1990-01-12,7150.0,Actual
1990-01-15,7225.0,Actual
1990-01-16,7225.0,Actual
1990-01-17,7300.0,Actual
1990-01-18,7275.0,Actual
1990-01-19,7250.0,Actual
1990-01-22,7250.0,Actual
1990-01-23,7425.0,Actual
1990-01-24,7450.0,Actual
1990-01-25,7400.0,Actual
1990-01-26,7275.0,Actual
1990-01-29,7150.0,Actual
1990-01-30,7120.0,Actual
1990-01-31,7025.0,Actual
1990-02-01,7125.0,Actual
1990-02-02,7150.0,Actual
1990-02-05,7150.0,Actual
1990-02-06,7125.0,Actual
1990-02-07,7025.0,Actual
1990-02-08,7100.0,Actual
1990-02-09,7125.0,Actual
1990-02-12,7150.0,Actual
1990-02-13,7010.0,Actual
1990-02-14,6900.0,Actual
1990-02-15,6725.0,Actual
1990-02-16,6700.0,Actual
1990-02-20,6825.0,Actual
1990-02-21,6835.0,Actual
1990-02-22,6850.0,Actual
1990-02-23,6825.0,Actual
1990-02-26,6875.0,Actual
1990-02-27,6925.0,Actual
1990-02-28,6900.0,Actual
1990-03-01,6975.0,Actual
1990-03-02,6975.0,Actual
1990-03-05,6960.0,Actual
1990-03-06,6800.0,Actual
1990-03-07,6800.0,Actual
1990-03-08,6805.0,Actual
1990-03-09,6625.0,Actual
1990-03-12,6620.0,Actual
1990-03-13,6700.0,Actual
1990-03-14,6650.0,Actual
1990-03-15,6675.0,Actual
1990-03-16,6700.0,Actual
1990-03-19,6725.0,Actual
1990-03-20,6950.0,Actual
1990-03-21,7000.0,Actual
1990-03-22,6975.0,Actual
1990-03-23,7025.0,Actual
1990-03-26,7100.0,Actual
1990-03-27,7130.0,Actual
1990-03-28,7250.0,Actual
1990-03-29,7525.0,Actual
1990-03-30,7575.0,Actual
1990-04-02,7475.0,Actual
1990-04-03,7275.0,Actual
1990-04-04,7200.0,Actual
1990-04-05,7115.0,Actual
1990-04-06,7225.0,Actual
1990-04-09,7325.0,Actual
1990-04-10,7325.0,Actual
1990-04-11,7220.0,Actual
1990-04-12,7175.0,Actual
1990-04-16,7175.0,Actual
1990-04-17,7150.0,Actual
1990-04-18,7150.0,Actual
1990-04-19,7100.0,Actual
1990-04-20,7325.0,Actual
1990-04-23,7225.0,Actual
1990-04-24,7400.0,Actual
1990-04-25,7400.0,Actual
1990-04-26,7325.0,Actual
1990-04-27,7275.0,Actual
1990-04-30,7300.0,Actual
1990-05-01,7200.0,Actual
1990-05-02,7225.0,Actual
1990-05-03,7200.0,Actual
1990-05-04,7075.0,Actual
1990-05-07,7050.0,Actual
1990-05-08,7075.0,Actual
1990-05-09,7025.0,Actual
1990-05-10,7050.0,Actual
1990-05-11,6925.0,Actual
1990-05-14,7025.0,Actual
1990-05-15,7050.0,Actual
1990-05-16,7225.0,Actual
1990-05-17,7200.0,Actual
1990-05-18,7200.0,Actual
1990-05-21,7225.0,Actual
1990-05-22,7125.0,Actual
1990-05-23,7075.0,Actual
1990-05-24,7110.0,Actual
1990-05-25,7025.0,Actual
1990-05-29,7025.0,Actual
1990-05-30,7125.0,Actual
1990-05-31,7300.0,Actual
1990-06-01,7325.0,Actual
1990-06-04,7225.0,Actual
1990-06-05,7150.0,Actual
1990-06-06,7125.0,Actual
1990-06-07,7250.0,Actual
1990-06-08,7000.0,Actual
1990-06-11,6900.0,Actual
1990-06-12,7000.0,Actual
1990-06-13,7050.0,Actual
1990-06-14,7100.0,Actual
1990-06-15,7025.0,Actual
1990-06-18,7000.0,Actual
1990-06-19,7075.0,Actual
1990-06-20,6975.0,Actual
1990-06-21,6850.0,Actual
1990-06-22,6625.0,Actual
1990-06-25,6725.0,Actual
1990-06-26,6825.0,Actual
1990-06-27,6800.0,Actual
1990-06-28,6775.0,Actual
1990-06-29,6700.0,Actual
1990-07-02,6900.0,Actual
1990-07-03,7025.0,Actual
1990-07-05,6800.0,Actual
1990-07-06,6700.0,Actual
1990-07-09,6650.0,Actual
1990-07-10,6500.0,Actual
1990-07-11,6400.0,Actual
1990-07-12,6100.0,Actual
1990-07-13,6200.0,Actual
1990-07-16,6480.0,Actual
1990-07-17,6525.0,Actual
1990-07-18,6540.0,Actual
1990-07-19,6430.0,Actual
1990-07-20,6400.0,Actual
1990-07-23,6425.0,Actual
1990-07-24,6400.0,Actual
1990-07-25,6300.0,Actual
1990-07-26,6375.0,Actual
1990-07-27,6325.0,Actual
1990-07-30,6260.0,Actual
1990-07-31,6300.0,Actual
1990-08-01,6200.0,Actual
1990-08-02,6225.0,Actual
1990-08-03,6210.0,Actual
1990-08-06,6150.0,Actual
1990-08-07,6125.0,Actual
1990-08-08,6075.0,Actual
1990-08-09,6025.0,Actual
1990-08-10,5825.0,Actual
1990-08-13,5900.0,Actual
1990-08-14,5850.0,Actual
1990-08-15,5800.0,Actual
1990-08-16,5875.0,Actual
1990-08-17,6100.0,Actual
1990-08-20,6000.0,Actual
1990-08-21,5900.0,Actual
1990-08-22,5850.0,Actual
1990-08-23,5900.0,Actual
1990-08-24,5925.0,Actual
1990-08-27,5700.0,Actual
1990-08-28,5600.0,Actual
1990-08-29,5550.0,Actual
1990-08-30,5735.0,Actual
1990-08-31,5700.0,Actual
1990-09-04,5625.0,Actual
1990-09-05,5700.0,Actual
1990-09-06,6000.0,Actual
1990-09-07,6100.0,Actual
1990-09-10,6300.0,Actual
1990-09-11,6200.0,Actual
1990-09-12,6100.0,Actual
1990-09-13,6025.0,Actual
1990-09-14,5850.0,Actual
1990-09-17,5900.0,Actual
1990-09-18,5900.0,Actual
1990-09-19,5950.0,Actual
1990-09-20,5860.0,Actual
1990-09-21,5875.0,Actual
1990-09-24,6000.0,Actual
1990-09-25,5950.0,Actual
1990-09-26,5960.0,Actual
1990-09-27,5885.0,Actual
1990-09-28,6025.0,Actual
1990-10-01,6275.0,Actual
1990-10-02,6175.0,Actual
1990-10-03,6275.0,Actual
1990-10-04,6125.0,Actual
1990-10-05,6125.0,Actual
1990-10-08,6350.0,Actual
1990-10-09,6250.0,Actual
1990-10-10,6175.0,Actual
1990-10-11,6125.0,Actual
1990-10-12,6125.0,Actual
1990-10-15,6200.0,Actual
1990-10-16,6200.0,Actual
1990-10-17,6100.0,Actual
1990-10-18,6345.0,Actual
1990-10-19,6275.0,Actual
1990-10-22,6325.0,Actual
1990-10-23,6520.0,Actual
1990-10-24,6525.0,Actual
1990-10-25,6575.0,Actual
1990-10-26,6675.0,Actual
1990-10-29,6675.0,Actual
1990-10-30,6900.0,Actual
1990-10-31,6775.0,Actual
1990-11-01,6750.0,Actual
1990-11-02,6650.0,Actual
1990-11-05,6755.0,Actual
1990-11-06,6870.0,Actual
1990-11-07,6850.0,Actual
1990-11-08,6825.0,Actual
1990-11-09,6700.0,Actual
1990-11-12,6750.0,Actual
1990-11-13,6650.0,Actual
1990-11-14,6625.0,Actual
1990-11-15,6675.0,Actual
1990-11-16,6750.0,Actual
1990-11-19,6775.0,Actual
1990-11-20,6850.0,Actual
1990-11-21,6700.0,Actual
1990-11-23,6675.0,Actual
1990-11-26,6725.0,Actual
1990-11-27,6800.0,Actual
1990-11-28,6800.0,Actual
1990-11-29,6610.0,Actual
1990-11-30,6550.0,Actual
1990-12-03,6550.0,Actual
1990-12-04,6825.0,Actual
1990-12-05,6825.0,Actual
1990-12-06,6750.0,Actual
1990-12-07,6775.0,Actual
1990-12-10,6750.0,Actual
1990-12-11,6900.0,Actual
1990-12-12,7000.0,Actual
1990-12-13,7100.0,Actual
1990-12-14,7125.0,Actual
1990-12-17,7300.0,Actual
1990-12-18,7400.0,Actual
1990-12-19,7575.0,Actual
1990-12-20,7800.0,Actual
1990-12-21,7675.0,Actual
1990-12-24,7670.0,Actual
1990-12-26,7575.0,Actual
1990-12-27,7600.0,Actual
1990-12-28,7800.0,Actual
1990-12-31,7800.0,Actual
1991-01-02,7775.0,Actual
1991-01-03,7625.0,Actual
1991-01-04,7675.0,Actual
1991-01-07,7700.0,Actual
1991-01-08,7650.0,Actual
1991-01-09,7700.0,Actual
1991-01-10,7900.0,Actual
1991-01-11,8025.0,Actual
1991-01-14,7950.0,Actual
1991-01-15,8125.0,Actual
1991-01-16,8075.0,Actual
1991-01-17,8125.0,Actual
1991-01-18,8225.0,Actual
1991-01-21,8175.0,Actual
1991-01-22,8125.0,Actual
1991-01-23,8050.0,Actual
1991-01-24,7900.0,Actual
1991-01-25,7875.0,Actual
1991-01-28,7875.0,Actual
1991-01-29,7925.0,Actual
1991-01-30,7975.0,Actual
1991-01-31,7950.0,Actual
1991-02-01,7950.0,Actual
1991-02-04,7775.0,Actual
1991-02-05,7900.0,Actual
1991-02-06,7900.0,Actual
1991-02-07,7925.0,Actual
1991-02-08,8025.0,Actual
1991-02-11,8200.0,Actual
1991-02-12,8075.0,Actual
1991-02-13,8025.0,Actual
1991-02-14,8125.0,Actual
1991-02-15,8200.0,Actual
1991-02-19,8175.0,Actual
1991-02-20,8150.0,Actual
1991-02-21,8025.0,Actual
1991-02-22,7950.0,Actual
1991-02-25,7950.0,Actual
1991-02-26,7800.0,Actual
1991-02-27,7975.0,Actual
1991-02-28,8000.0,Actual
1991-03-01,8050.0,Actual
1991-03-04,8100.0,Actual
1991-03-05,8150.0,Actual
1991-03-06,8125.0,Actual
1991-03-07,8010.0,Actual
1991-03-08,8025.0,Actual
1991-03-11,7910.0,Actual
1991-03-12,7975.0,Actual
1991-03-13,8075.0,Actual
1991-03-14,8100.0,Actual
1991-03-15,8125.0,Actual
1991-03-18,8125.0,Actual
1991-03-19,8150.0,Actual
1991-03-20,8025.0,Actual
1991-03-21,8000.0,Actual
1991-03-22,8025.0,Actual
1991-03-25,8075.0,Actual
1991-03-26,8050.0,Actual
1991-03-27,8100.0,Actual
1991-03-28,8075.0,Actual
1991-04-01,8075.0,Actual
1991-04-02,8000.0,Actual
1991-04-03,8025.0,Actual
1991-04-04,8050.0,Actual
1991-04-05,8100.0,Actual
1991-04-08,8175.0,Actual
1991-04-09,8300.0,Actual
1991-04-10,8300.0,Actual
1991-04-11,8475.0,Actual
1991-04-12,8375.0,Actual
1991-04-15,8425.0,Actual
1991-04-16,8550.0,Actual
1991-04-17,8575.0,Actual
1991-04-18,8750.0,Actual
1991-04-19,8650.0,Actual
1991-04-22,8550.0,Actual
1991-04-23,8500.0,Actual
1991-04-24,8400.0,Actual
1991-04-25,8450.0,Actual
1991-04-26,8400.0,Actual
1991-04-29,8425.0,Actual
1991-04-30,8375.0,Actual
1991-05-01,8425.0,Actual
1991-05-02,8475.0,Actual
1991-05-03,8550.0,Actual
1991-05-06,8525.0,Actual
1991-05-07,8525.0,Actual
1991-05-08,8500.0,Actual
1991-05-09,8525.0,Actual
1991-05-10,8525.0,Actual
1991-05-13,8515.0,Actual
1991-05-14,8450.0,Actual
1991-05-15,8440.0,Actual
1991-05-16,8400.0,Actual
1991-05-17,8500.0,Actual
1991-05-20,8500.0,Actual
1991-05-21,8425.0,Actual
1991-05-22,8500.0,Actual
1991-05-23,8525.0,Actual
1991-05-24,8575.0,Actual
1991-05-28,8550.0,Actual
1991-05-29,8525.0,Actual
1991-05-30,8600.0,Actual
1991-05-31,8575.0,Actual
1991-06-03,8600.0,Actual
1991-06-04,8575.0,Actual
1991-06-05,8550.0,Actual
1991-06-06,8525.0,Actual
1991-06-07,8450.0,Actual
1991-06-10,8425.0,Actual
1991-06-11,8500.0,Actual
1991-06-12,8500.0,Actual
1991-06-13,8500.0,Actual
1991-06-14,8500.0,Actual
1991-06-17,8525.0,Actual
1991-06-18,8525.0,Actual
1991-06-19,8550.0,Actual
1991-06-20,8600.0,Actual
1991-06-21,8575.0,Actual
1991-06-24,8650.0,Actual
1991-06-25,8600.0,Actual
1991-06-26,8800.0,Actual
1991-06-27,8810.0,Actual
1991-06-28,8880.0,Actual
1991-07-01,8950.0,Actual
1991-07-02,8900.0,Actual
1991-07-03,8935.0,Actual
1991-07-05,8825.0,Actual
1991-07-08,8585.0,Actual
1991-07-09,8675.0,Actual
1991-07-10,8925.0,Actual
1991-07-11,8725.0,Actual
1991-07-12,8800.0,Actual
1991-07-15,8800.0,Actual
1991-07-16,8775.0,Actual
1991-07-17,8800.0,Actual
1991-07-18,8775.0,Actual
1991-07-19,8775.0,Actual
1991-07-22,8760.0,Actual
1991-07-23,8750.0,Actual
1991-07-24,8700.0,Actual
1991-07-25,8630.0,Actual
1991-07-26,8365.0,Actual
1991-07-29,8350.0,Actual
1991-07-30,8350.0,Actual
1991-07-31,8400.0,Actual
1991-08-01,8450.0,Actual
1991-08-02,8500.0,Actual
1991-08-05,8500.0,Actual
1991-08-06,8500.0,Actual
1991-08-07,8550.0,Actual
1991-08-08,8550.0,Actual
1991-08-09,8700.0,Actual
1991-08-12,8600.0,Actual
1991-08-13,8600.0,Actual
1991-08-14,8800.0,Actual
1991-08-15,8850.0,Actual
1991-08-16,8875.0,Actual
1991-08-19,8925.0,Actual
1991-08-20,8875.0,Actual
1991-08-21,8790.0,Actual
1991-08-22,8560.0,Actual
1991-08-23,8500.0,Actual
1991-08-26,8500.0,Actual
1991-08-27,8425.0,Actual
1991-08-28,8475.0,Actual
1991-08-29,8475.0,Actual
1991-08-30,8450.0,Actual
1991-09-03,8525.0,Actual
1991-09-04,8525.0,Actual
1991-09-05,8500.0,Actual
1991-09-06,8500.0,Actual
1991-09-09,8500.0,Actual
1991-09-10,8500.0,Actual
1991-09-11,8525.0,Actual
1991-09-12,8500.0,Actual
1991-09-13,8500.0,Actual
1991-09-16,8450.0,Actual
1991-09-17,8550.0,Actual
1991-09-18,8600.0,Actual
1991-09-19,8570.0,Actual
1991-09-20,8500.0,Actual
1991-09-23,8425.0,Actual
1991-09-24,8425.0,Actual
1991-09-25,8425.0,Actual
1991-09-26,8475.0,Actual
1991-09-27,8500.0,Actual
1991-09-30,8500.0,Actual
1991-10-01,8525.0,Actual
1991-10-02,8525.0,Actual
1991-10-03,8525.0,Actual
1991-10-04,8375.0,Actual
